,X,Age,Education,Marital.Status,Gender,Income
6785,6785,22,Higher Education,Not Married,Male,29.34519173
6786,6786,42,Higher Education,Married,Male,29.51390518
6787,6787,39,None Higher Education,Not Married,Male,55.03555468
6788,6788,31,None Higher Education,Married,Male,57.91413513
6789,6789,28,None Higher Education,Not Married,Female,50.07127188
6790,6790,22,None Higher Education,Not Married,Female,36.06965065
6791,6791,67,Higher Education,Not Married,Female,36.01845793
6792,6792,17,None Higher Education,Not Married,Female,46.98309509
6793,6793,47,None Higher Education,Married,Male,57.39237829
6794,6794,23,None Higher Education,Not Married,Female,38.34123812
6795,6795,20,Higher Education,Married,Female,23.45106292
6796,6796,22,Higher Education,Not Married,Female,39.85993307
6797,6797,47,None Higher Education,Married,Male,50.55283819
6798,6798,49,Higher Education,Married,Female,38.78315787
6799,6799,64,Higher Education,Married,Male,34.00013321
6800,6800,35,Higher Education,Not Married,Female,22.35677581
6801,6801,52,Higher Education,Not Married,Female,36.06024436
6802,6802,29,Higher Education,Not Married,Female,36.15690565
6803,6803,73,None Higher Education,Not Married,Female,50.45268356
6804,6804,38,Higher Education,Married,Male,26.4495881
6805,6805,59,Higher Education,Married,Male,19.19452083
6806,6806,35,Higher Education,Married,Male,25.49441793
6807,6807,18,Higher Education,Not Married,Female,14.64570108
6808,6808,24,Higher Education,Married,Female,29.39190243
6809,6809,33,None Higher Education,Married,Male,38.79112024
6810,6810,40,Higher Education,Not Married,Female,23.79750955
6811,6811,55,Higher Education,Not Married,Female,23.44056151
6812,6812,44,Higher Education,Not Married,Male,30.87703836
6813,6813,40,None Higher Education,Not Married,Female,35.91990746
6814,6814,22,Higher Education,Not Married,Male,32.56657521
6815,6815,55,Higher Education,Married,Female,32.70399085
6816,6816,45,Higher Education,Not Married,Female,22.53891293
6817,6817,47,None Higher Education,Not Married,Female,47.94201818
6818,6818,56,Higher Education,Married,Male,31.34563506
6819,6819,44,Higher Education,Married,Male,18.6577061
6820,6820,32,Higher Education,Not Married,Male,32.60031502
6821,6821,17,None Higher Education,Not Married,Male,41.82725252
6822,6822,44,Higher Education,Not Married,Male,27.98554294
6823,6823,32,None Higher Education,Not Married,Male,65.84436751
6824,6824,35,None Higher Education,Married,Male,46.7237217
6825,6825,27,Higher Education,Married,Male,23.95155273
6826,6826,32,Higher Education,Married,Male,19.09750769
6827,6827,68,None Higher Education,Not Married,Male,58.22199955
6828,6828,20,Higher Education,Not Married,Female,38.63961216
6829,6829,33,Higher Education,Not Married,Female,37.51832171
6830,6830,24,None Higher Education,Not Married,Male,60.01781733
6831,6831,48,Higher Education,Married,Male,28.40375611
6832,6832,45,Higher Education,Not Married,Female,17.53012807
6833,6833,48,Higher Education,Not Married,Female,17.91806102
6834,6834,28,Higher Education,Married,Male,32.39206868
6835,6835,60,Higher Education,Married,Male,38.80366412
6836,6836,39,Higher Education,Not Married,Female,30.62252058
6837,6837,23,Higher Education,Not Married,Male,32.80822147
6838,6838,23,None Higher Education,Not Married,Male,63.85432055
6839,6839,36,Higher Education,Not Married,Female,35.35424619
6840,6840,25,None Higher Education,Married,Female,44.27081946
6841,6841,52,Higher Education,Not Married,Male,23.77581074
6842,6842,35,Higher Education,Married,Male,36.68731162
6843,6843,41,Higher Education,Married,Male,26.27000898
6844,6844,45,None Higher Education,Married,Female,50.75446474
6845,6845,37,Higher Education,Married,Male,27.41179049
6846,6846,58,None Higher Education,Not Married,Female,27.42917339
6847,6847,67,Higher Education,Married,Female,25.34251143
6848,6848,48,Higher Education,Married,Female,21.88736731
6849,6849,63,Higher Education,Married,Male,14.61707235
6850,6850,24,Higher Education,Married,Male,26.04519836
6851,6851,43,Higher Education,Married,Male,17.8166276
6852,6852,36,Higher Education,Not Married,Male,17.61758993
6853,6853,32,Higher Education,Married,Male,39.56379489
6854,6854,36,Higher Education,Not Married,Male,14.86548186
6855,6855,43,Higher Education,Not Married,Female,18.06996335
6856,6856,27,Higher Education,Not Married,Female,43.21902654
6857,6857,17,None Higher Education,Not Married,Male,61.82786538
6858,6858,45,None Higher Education,Not Married,Female,52.36008842
6859,6859,41,Higher Education,Married,Male,27.16863886
6860,6860,41,Higher Education,Married,Male,40.05446041
6861,6861,18,Higher Education,Not Married,Female,6.952036678
6862,6862,48,None Higher Education,Not Married,Female,69.16548439
6863,6863,51,None Higher Education,Married,Male,45.26354876
6864,6864,26,Higher Education,Not Married,Female,11.06007432
6865,6865,54,Higher Education,Married,Male,41.70555124
6866,6866,22,Higher Education,Not Married,Female,18.32188693
6867,6867,19,Higher Education,Not Married,Male,45.70693823
6868,6868,47,None Higher Education,Not Married,Male,45.80469186
6869,6869,32,Higher Education,Married,Female,19.33223347
6870,6870,46,None Higher Education,Married,Male,35.27773667
6871,6871,30,None Higher Education,Not Married,Female,66.82824897
6872,6872,35,Higher Education,Not Married,Male,35.76413699
6873,6873,52,None Higher Education,Married,Male,50.8199473
6874,6874,73,None Higher Education,Married,Male,47.87285259
6875,6875,17,None Higher Education,Not Married,Male,55.9723572
6876,6876,32,None Higher Education,Not Married,Female,62.51204845
6877,6877,43,Higher Education,Married,Male,24.3735887
6878,6878,19,Higher Education,Not Married,Male,25.4720762
6879,6879,26,Higher Education,Not Married,Female,26.43483786
6880,6880,41,Higher Education,Married,Male,29.48863971
6881,6881,49,None Higher Education,Married,Male,33.30527665
6882,6882,52,Higher Education,Not Married,Male,26.50387805
6883,6883,35,Higher Education,Not Married,Female,32.51333208
6884,6884,57,None Higher Education,Married,Male,40.66857945
6885,6885,35,None Higher Education,Married,Female,56.8745408
6886,6886,33,None Higher Education,Not Married,Male,51.91225722
6887,6887,56,None Higher Education,Not Married,Male,53.03676184
6888,6888,42,None Higher Education,Not Married,Male,45.6943081
6889,6889,17,Higher Education,Not Married,Male,26.76325336
6890,6890,49,Higher Education,Not Married,Female,26.17356568
6891,6891,39,Higher Education,Married,Male,27.79844729
6892,6892,34,Higher Education,Not Married,Female,28.3314512
6893,6893,37,Higher Education,Not Married,Male,21.61134698
6894,6894,22,None Higher Education,Not Married,Male,42.63597112
6895,6895,27,None Higher Education,Married,Male,52.69944779
6896,6896,21,Higher Education,Not Married,Female,48.82018712
6897,6897,59,Higher Education,Married,Male,21.63412424
6898,6898,44,None Higher Education,Married,Male,53.40242526
6899,6899,53,None Higher Education,Married,Male,51.93315996
6900,6900,26,None Higher Education,Not Married,Male,56.49785175
6901,6901,48,None Higher Education,Married,Male,65.92622431
6902,6902,39,None Higher Education,Married,Male,51.8019
6903,6903,34,Higher Education,Not Married,Female,42.29192884
6904,6904,54,None Higher Education,Married,Male,56.20838124
6905,6905,36,Higher Education,Married,Male,17.19890001
6906,6906,60,Higher Education,Married,Male,36.37330646
6907,6907,50,Higher Education,Married,Male,25.23141357
6908,6908,48,None Higher Education,Married,Male,44.05857091
6909,6909,35,Higher Education,Not Married,Female,6.31338514
6910,6910,40,None Higher Education,Not Married,Female,39.64308768
6911,6911,30,None Higher Education,Married,Male,54.34168863
6912,6912,65,Higher Education,Married,Male,27.84343862
6913,6913,31,Higher Education,Married,Male,30.83597341
6914,6914,46,None Higher Education,Married,Male,55.29843512
6915,6915,67,None Higher Education,Not Married,Female,64.16199795
6916,6916,62,None Higher Education,Married,Male,46.81901483
6917,6917,38,None Higher Education,Not Married,Female,52.64127979
6918,6918,24,None Higher Education,Not Married,Female,57.64297363
6919,6919,24,Higher Education,Not Married,Female,16.31671346
6920,6920,27,None Higher Education,Not Married,Female,44.76999039
6921,6921,43,None Higher Education,Married,Female,51.86707958
6922,6922,48,Higher Education,Not Married,Female,21.42438754
6923,6923,41,Higher Education,Not Married,Male,27.43257203
6924,6924,30,Higher Education,Married,Female,40.83710676
6925,6925,38,None Higher Education,Married,Male,42.57620002
6926,6926,45,Higher Education,Not Married,Male,41.42677691
6927,6927,45,None Higher Education,Not Married,Male,45.28210208
6928,6928,55,Higher Education,Not Married,Female,39.15607087
6929,6929,46,None Higher Education,Married,Male,48.13452893
6930,6930,24,None Higher Education,Not Married,Male,44.25054221
6931,6931,31,Higher Education,Not Married,Female,15.19199144
6932,6932,35,Higher Education,Married,Male,17.12418705
6933,6933,37,Higher Education,Not Married,Female,26.00323453
6934,6934,29,Higher Education,Married,Male,23.76848044
6935,6935,56,None Higher Education,Married,Male,48.63531332
6936,6936,60,Higher Education,Married,Male,34.20496499
6937,6937,25,None Higher Education,Not Married,Male,44.35820038
6938,6938,33,None Higher Education,Married,Male,54.24754358
6939,6939,44,Higher Education,Not Married,Female,33.91699259
6940,6940,21,Higher Education,Not Married,Male,41.61224527
6941,6941,21,Higher Education,Not Married,Male,25.67767746
6942,6942,46,Higher Education,Married,Male,42.44385794
6943,6943,44,Higher Education,Married,Male,19.22594018
6944,6944,63,None Higher Education,Not Married,Female,43.59106777
6945,6945,44,Higher Education,Married,Female,32.89350714
6946,6946,31,Higher Education,Married,Male,18.42373917
6947,6947,26,Higher Education,Married,Male,29.21370878
6948,6948,37,Higher Education,Not Married,Male,31.66727432
6949,6949,60,Higher Education,Not Married,Female,17.85190987
6950,6950,33,None Higher Education,Married,Male,47.10494191
6951,6951,38,None Higher Education,Married,Male,58.51482599
6952,6952,26,None Higher Education,Not Married,Female,54.55560007
6953,6953,46,None Higher Education,Not Married,Female,66.87221894
6954,6954,24,Higher Education,Not Married,Female,15.81908973
6955,6955,47,Higher Education,Married,Male,29.09906084
6956,6956,27,Higher Education,Not Married,Female,35.05889466
6957,6957,46,Higher Education,Married,Male,47.23661408
6958,6958,47,None Higher Education,Married,Male,51.5764881
6959,6959,47,Higher Education,Not Married,Male,31.50045529
6960,6960,69,Higher Education,Not Married,Male,24.21615538
6961,6961,32,Higher Education,Married,Male,34.38104485
6962,6962,51,Higher Education,Married,Male,40.07674868
6963,6963,36,Higher Education,Married,Male,36.02188517
6964,6964,50,Higher Education,Married,Female,28.76500007
6965,6965,29,Higher Education,Married,Male,39.05864907
6966,6966,32,Higher Education,Married,Male,36.11373671
6967,6967,27,None Higher Education,Not Married,Male,46.52045635
6968,6968,60,None Higher Education,Not Married,Female,51.9396689
6969,6969,31,Higher Education,Married,Male,29.55556212
6970,6970,46,None Higher Education,Married,Male,54.13084036
6971,6971,40,Higher Education,Not Married,Female,18.0945684
6972,6972,39,Higher Education,Married,Male,18.66567477
6973,6973,69,None Higher Education,Married,Male,81.17065263
6974,6974,54,None Higher Education,Married,Male,62.20006177
6975,6975,56,Higher Education,Not Married,Female,24.44430614
6976,6976,47,Higher Education,Not Married,Female,27.22655676
6977,6977,25,None Higher Education,Not Married,Female,56.03271022
6978,6978,34,Higher Education,Married,Male,12.66433087
6979,6979,24,None Higher Education,Not Married,Male,40.61455718
6980,6980,63,Higher Education,Married,Male,31.88083301
6981,6981,29,Higher Education,Married,Male,32.46748807
6982,6982,64,Higher Education,Married,Male,37.51827047
6983,6983,44,None Higher Education,Not Married,Male,62.54032858
6984,6984,26,Higher Education,Not Married,Male,26.97076608
6985,6985,36,None Higher Education,Not Married,Female,58.54444902
6986,6986,55,None Higher Education,Married,Male,45.4250631
6987,6987,37,Higher Education,Married,Female,24.00538674
6988,6988,37,None Higher Education,Not Married,Male,39.59140775
6989,6989,63,None Higher Education,Married,Female,42.78162671
6990,6990,33,Higher Education,Married,Male,21.56398511
6991,6991,19,Higher Education,Not Married,Female,31.65523796
6992,6992,57,Higher Education,Married,Female,11.64065741
6993,6993,31,None Higher Education,Married,Male,60.28010069
6994,6994,20,Higher Education,Not Married,Female,48.84698364
6995,6995,58,Higher Education,Married,Male,20.82053325
6996,6996,20,Higher Education,Not Married,Female,18.61437221
6997,6997,25,Higher Education,Married,Male,15.20352332
6998,6998,40,Higher Education,Not Married,Female,2.687636526
6999,6999,18,None Higher Education,Not Married,Male,45.91203722
7000,7000,26,Higher Education,Not Married,Male,23.00435168
7001,7001,29,Higher Education,Married,Male,33.16399411
7002,7002,45,None Higher Education,Married,Male,55.44553559
7003,7003,35,Higher Education,Not Married,Female,28.62493437
7004,7004,32,Higher Education,Not Married,Male,4.678485996
7005,7005,61,Higher Education,Not Married,Female,35.52682511
7006,7006,26,None Higher Education,Not Married,Male,46.37587122
7007,7007,56,Higher Education,Married,Male,27.1462192
7008,7008,22,Higher Education,Married,Female,53.19232423
7009,7009,49,None Higher Education,Married,Male,58.89325104
7010,7010,40,Higher Education,Married,Female,27.65409321
7011,7011,37,Higher Education,Not Married,Male,32.16805521
7012,7012,23,None Higher Education,Not Married,Male,69.62806123
7013,7013,28,None Higher Education,Married,Male,55.39420181
7014,7014,27,Higher Education,Married,Male,53.24532033
7015,7015,34,None Higher Education,Not Married,Female,49.16676906
7016,7016,49,None Higher Education,Married,Male,53.36176167
7017,7017,41,Higher Education,Not Married,Male,30.51367917
7018,7018,28,None Higher Education,Not Married,Male,53.81247484
7019,7019,38,Higher Education,Married,Male,47.32268739
7020,7020,47,None Higher Education,Married,Male,46.29234476
